# g4beamline profile
#Z N meanX sigmaX meanY sigmaY emitX emitY emitTrans betaX betaY betaTrans alphaX alphaY alphaTrans meanP
#mm - mm mm mm mm mm-rad mm-rad mm-rad mm mm mm - - - MeV/c
13803.0 964 7.650 87.869 0.661 20.234 0.445 0.2542 0.3345 1.082e+04 573.8 5697 -1.672 -0.9749 -1.323 65.51
13813.0 964 7.688 88.006 0.684 20.584 0.445 0.2544 0.3347 1.085e+04 593.5 5721 -1.676 -1.001 -1.338 65.51
13823.0 963 7.527 87.971 0.669 20.916 0.4434 0.2544 0.3342 1.086e+04 613.7 5735 -1.682 -1.028 -1.355 65.51
13833.0 961 7.645 88.066 0.493 20.849 0.4432 0.2495 0.331 1.099e+04 615.8 5801 -1.701 -1.03 -1.366 65.51
13843.0 961 7.683 88.204 0.513 21.203 0.4432 0.2497 0.3311 1.102e+04 636.6 5827 -1.705 -1.056 -1.38 65.51
13853.0 961 7.722 88.342 0.532 21.560 0.4432 0.2499 0.3312 1.105e+04 658 5852 -1.709 -1.082 -1.395 65.51
13863.0 960 7.738 88.524 0.452 21.712 0.4417 0.2478 0.3289 1.117e+04 671.9 5920 -1.725 -1.096 -1.411 65.5
13873.0 960 7.776 88.662 0.469 22.072 0.4417 0.248 0.3291 1.12e+04 694.1 5947 -1.729 -1.122 -1.425 65.5
13883.0 959 7.613 88.629 0.503 22.441 0.4407 0.2484 0.329 1.119e+04 717.7 5956 -1.723 -1.149 -1.436 65.51
13893.0 959 7.651 88.767 0.521 22.805 0.4407 0.2486 0.3291 1.122e+04 740.8 5983 -1.727 -1.175 -1.451 65.51
13903.0 958 7.488 88.734 0.524 23.178 0.4399 0.249 0.3291 1.122e+04 765.3 5991 -1.727 -1.202 -1.464 65.51
13913.0 958 7.526 88.872 0.542 23.547 0.4399 0.2492 0.3292 1.125e+04 789.6 6018 -1.731 -1.228 -1.479 65.51
13923.0 957 7.363 88.839 0.562 23.931 0.439 0.2497 0.3292 1.124e+04 815.6 6028 -1.725 -1.255 -1.49 65.51
13933.0 957 7.400 88.977 0.580 24.303 0.439 0.2499 0.3293 1.127e+04 840.9 6056 -1.729 -1.281 -1.505 65.51
13943.0 956 7.359 89.129 0.499 24.501 0.4369 0.2484 0.3272 1.138e+04 860.1 6121 -1.741 -1.299 -1.52 65.51
13953.0 955 7.613 89.061 0.518 24.888 0.4357 0.2489 0.3271 1.137e+04 887.9 6129 -1.742 -1.327 -1.534 65.51
13963.0 954 7.670 89.244 0.435 25.090 0.4349 0.2475 0.326 1.145e+04 905.2 6179 -1.753 -1.34 -1.547 65.51
13973.0 953 7.728 89.427 0.350 25.289 0.4324 0.246 0.3244 1.156e+04 924.3 6241 -1.767 -1.357 -1.562 65.51
13983.0 952 7.818 89.598 0.466 25.489 0.4315 0.2446 0.3234 1.164e+04 941.9 6290 -1.78 -1.369 -1.575 65.5
13993.0 951 7.653 89.566 0.481 25.877 0.4307 0.2451 0.3233 1.163e+04 971 6301 -1.775 -1.396 -1.586 65.5
14003.0 950 7.487 89.534 0.459 26.243 0.4294 0.2453 0.323 1.164e+04 999.8 6319 -1.769 -1.423 -1.596 65.51
14013.0 950 7.524 89.672 0.474 26.621 0.4294 0.2455 0.3231 1.167e+04 1028 6348 -1.772 -1.448 -1.61 65.51
14023.0 949 7.439 89.779 0.388 26.838 0.4294 0.2444 0.3224 1.172e+04 1048 6385 -1.78 -1.461 -1.62 65.5
14033.0 947 7.255 89.792 0.293 27.069 0.4266 0.2432 0.3207 1.179e+04 1071 6429 -1.783 -1.482 -1.633 65.51
14043.0 945 7.139 89.964 0.306 27.122 0.4265 0.2395 0.3182 1.193e+04 1084 6508 -1.8 -1.497 -1.649 65.53
14053.0 943 7.223 90.187 0.319 27.176 0.4252 0.2371 0.3163 1.206e+04 1095 6578 -1.818 -1.497 -1.657 65.52
14063.0 943 7.259 90.325 0.332 27.551 0.4252 0.2373 0.3164 1.209e+04 1125 6609 -1.821 -1.522 -1.672 65.52
14073.0 940 6.986 90.442 0.650 27.442 0.424 0.2335 0.3137 1.223e+04 1126 6678 -1.833 -1.512 -1.673 65.53
14083.0 939 7.013 90.627 0.564 27.653 0.4229 0.2325 0.3127 1.232e+04 1147 6733 -1.845 -1.524 -1.685 65.52
14093.0 939 7.047 90.764 0.579 28.024 0.4229 0.2327 0.3128 1.235e+04 1177 6764 -1.849 -1.549 -1.699 65.52
14103.0 938 6.914 90.803 0.493 28.242 0.4224 0.2316 0.3119 1.24e+04 1200 6800 -1.853 -1.565 -1.709 65.52
14113.0 936 6.800 90.801 0.375 28.461 0.422 0.2306 0.311 1.244e+04 1222 6829 -1.856 -1.581 -1.718 65.53
14123.0 934 6.899 90.657 0.288 28.694 0.4211 0.2292 0.3097 1.245e+04 1247 6847 -1.856 -1.602 -1.729 65.53
14133.0 934 6.933 90.794 0.299 29.066 0.4211 0.2294 0.3099 1.248e+04 1279 6879 -1.859 -1.626 -1.743 65.53
14143.0 934 6.967 90.930 0.310 29.438 0.4211 0.2296 0.31 1.251e+04 1311 6911 -1.863 -1.651 -1.757 65.53
14153.0 930 6.922 90.500 0.228 29.709 0.4191 0.2292 0.309 1.244e+04 1340 6888 -1.845 -1.674 -1.759 65.55
14163.0 928 6.734 90.510 0.323 29.944 0.4179 0.2284 0.3079 1.248e+04 1366 6925 -1.848 -1.691 -1.77 65.55
14173.0 928 6.768 90.646 0.335 30.317 0.4179 0.2286 0.308 1.252e+04 1400 6958 -1.851 -1.715 -1.783 65.55
14183.0 928 6.802 90.781 0.346 30.690 0.4179 0.2288 0.3082 1.255e+04 1434 6991 -1.855 -1.739 -1.797 65.55
14193.0 927 6.627 90.744 0.294 31.022 0.4172 0.2288 0.3079 1.255e+04 1467 7007 -1.855 -1.762 -1.808 65.55
14203.0 926 6.715 90.913 0.409 31.253 0.4173 0.228 0.3075 1.261e+04 1491 7052 -1.865 -1.772 -1.818 65.55
14213.0 924 6.853 90.820 0.509 31.502 0.4162 0.2267 0.3062 1.264e+04 1521 7080 -1.862 -1.795 -1.829 65.56
14223.0 921 6.851 90.610 0.431 31.674 0.4137 0.2258 0.3048 1.264e+04 1545 7093 -1.851 -1.807 -1.829 65.56
14233.0 919 7.087 90.583 0.588 31.899 0.4125 0.2249 0.3037 1.268e+04 1572 7126 -1.861 -1.825 -1.843 65.56
14243.0 917 7.216 90.792 0.602 31.997 0.4133 0.2234 0.3029 1.277e+04 1586 7177 -1.873 -1.821 -1.847 65.55
14253.0 915 6.960 90.770 0.721 32.245 0.4118 0.2229 0.3021 1.28e+04 1615 7205 -1.873 -1.838 -1.856 65.55
14263.0 913 6.935 90.663 0.871 32.482 0.4108 0.2219 0.3011 1.281e+04 1645 7228 -1.879 -1.858 -1.869 65.55
14273.0 909 6.966 90.876 0.890 32.302 0.4089 0.2187 0.2981 1.3e+04 1642 7320 -1.901 -1.837 -1.869 65.54
14283.0 909 6.999 91.010 0.905 32.665 0.4089 0.2188 0.2982 1.303e+04 1679 7354 -1.904 -1.86 -1.882 65.54
14293.0 908 7.140 91.138 0.816 32.897 0.4091 0.2181 0.2978 1.309e+04 1705 7396 -1.911 -1.874 -1.892 65.55
14303.0 908 7.173 91.272 0.831 33.261 0.4091 0.2183 0.2979 1.312e+04 1742 7431 -1.914 -1.897 -1.905 65.55
14313.0 904 6.816 90.994 0.767 33.351 0.4066 0.2165 0.2959 1.313e+04 1764 7448 -1.917 -1.908 -1.912 65.55
14323.0 900 6.679 91.014 0.755 33.254 0.4036 0.2137 0.2928 1.328e+04 1772 7524 -1.941 -1.905 -1.923 65.55
14333.0 899 6.941 90.938 0.779 33.630 0.4027 0.214 0.2927 1.326e+04 1813 7535 -1.94 -1.932 -1.936 65.55
14343.0 898 7.205 90.860 0.754 33.989 0.402 0.2143 0.2926 1.324e+04 1852 7545 -1.937 -1.955 -1.946 65.55
14353.0 898 7.238 90.995 0.766 34.349 0.402 0.2145 0.2928 1.327e+04 1891 7581 -1.941 -1.978 -1.959 65.55
14363.0 898 7.271 91.129 0.779 34.710 0.402 0.2146 0.2929 1.331e+04 1930 7618 -1.944 -2.001 -1.973 65.55
14373.0 898 7.304 91.264 0.792 35.071 0.402 0.2148 0.293 1.334e+04 1970 7655 -1.948 -2.023 -1.986 65.55
14383.0 898 7.337 91.399 0.804 35.432 0.402 0.215 0.2931 1.337e+04 2010 7692 -1.951 -2.046 -1.999 65.55
14393.0 898 7.370 91.533 0.817 35.794 0.402 0.2151 0.2932 1.341e+04 2050 7729 -1.955 -2.068 -2.012 65.55
14403.0 898 7.403 91.668 0.830 36.156 0.402 0.2153 0.2933 1.344e+04 2091 7767 -1.958 -2.091 -2.025 65.55
14413.0 898 7.436 91.803 0.842 36.519 0.402 0.2155 0.2934 1.348e+04 2133 7805 -1.962 -2.113 -2.038 65.55
14423.0 898 7.469 91.938 0.855 36.882 0.4019 0.2157 0.2936 1.351e+04 2174 7843 -1.966 -2.136 -2.051 65.55
14433.0 898 7.502 92.073 0.868 37.245 0.4019 0.2158 0.2937 1.355e+04 2216 7881 -1.969 -2.158 -2.064 65.55
14443.0 898 7.535 92.209 0.881 37.608 0.4019 0.216 0.2938 1.358e+04 2259 7919 -1.973 -2.181 -2.077 65.55
14453.0 898 7.568 92.344 0.893 37.972 0.4019 0.2162 0.2939 1.361e+04 2302 7958 -1.976 -2.203 -2.09 65.55
14463.0 898 7.601 92.480 0.906 38.337 0.4019 0.2163 0.294 1.365e+04 2346 7997 -1.98 -2.226 -2.103 65.55
14473.0 898 7.634 92.615 0.919 38.701 0.4019 0.2165 0.2941 1.368e+04 2389 8037 -1.983 -2.248 -2.116 65.55
14483.0 898 7.667 92.751 0.931 39.066 0.4019 0.2167 0.2942 1.372e+04 2434 8076 -1.987 -2.27 -2.129 65.55
14493.0 898 7.700 92.887 0.944 39.432 0.4019 0.2168 0.2944 1.375e+04 2478 8116 -1.99 -2.293 -2.141 65.55
14503.0 898 7.733 93.022 0.957 39.797 0.4019 0.217 0.2945 1.379e+04 2524 8156 -1.994 -2.315 -2.154 65.55
14513.0 898 7.766 93.158 0.969 40.163 0.4019 0.2172 0.2946 1.382e+04 2569 8196 -1.997 -2.337 -2.167 65.55
14523.0 898 7.799 93.294 0.982 40.529 0.4019 0.2174 0.2947 1.386e+04 2615 8237 -2.001 -2.36 -2.18 65.55
14533.0 898 7.832 93.431 0.995 40.895 0.4019 0.2175 0.2948 1.389e+04 2662 8277 -2.004 -2.382 -2.193 65.55
14543.0 898 7.865 93.567 1.007 41.262 0.4019 0.2177 0.2949 1.393e+04 2709 8318 -2.008 -2.404 -2.206 65.55
14553.0 898 7.898 93.703 1.020 41.629 0.4019 0.2179 0.2951 1.396e+04 2756 8360 -2.011 -2.427 -2.219 65.55
14563.0 898 7.931 93.840 1.033 41.996 0.4019 0.2181 0.2952 1.4e+04 2804 8401 -2.015 -2.449 -2.232 65.55
14573.0 898 7.964 93.976 1.045 42.363 0.4019 0.2182 0.2953 1.403e+04 2852 8443 -2.018 -2.471 -2.245 65.55
14583.0 898 7.997 94.113 1.058 42.731 0.4019 0.2184 0.2954 1.407e+04 2900 8485 -2.022 -2.493 -2.257 65.55
14593.0 898 8.030 94.249 1.071 43.099 0.4019 0.2186 0.2955 1.41e+04 2949 8527 -2.025 -2.515 -2.27 65.55
14603.0 898 8.063 94.386 1.084 43.467 0.4019 0.2187 0.2956 1.414e+04 2999 8569 -2.029 -2.538 -2.283 65.55
14613.0 898 8.096 94.523 1.096 43.835 0.4019 0.2189 0.2958 1.417e+04 3049 8612 -2.032 -2.56 -2.296 65.55
14623.0 898 8.129 94.660 1.109 44.204 0.4019 0.2191 0.2959 1.421e+04 3099 8655 -2.035 -2.582 -2.309 65.55
14633.0 898 8.162 94.797 1.122 44.572 0.4019 0.2193 0.296 1.425e+04 3149 8698 -2.039 -2.604 -2.321 65.55
14643.0 898 8.195 94.934 1.134 44.941 0.4019 0.2194 0.2961 1.428e+04 3201 8741 -2.042 -2.626 -2.334 65.55
14653.0 898 8.228 95.071 1.147 45.311 0.4019 0.2196 0.2962 1.432e+04 3252 8785 -2.046 -2.648 -2.347 65.55
14663.0 898 8.261 95.209 1.160 45.680 0.4019 0.2198 0.2963 1.435e+04 3304 8829 -2.049 -2.67 -2.36 65.55
14673.0 898 8.294 95.346 1.172 46.049 0.4019 0.22 0.2965 1.439e+04 3356 8873 -2.052 -2.692 -2.372 65.55
14683.0 898 8.327 95.484 1.185 46.419 0.4019 0.2201 0.2966 1.443e+04 3409 8917 -2.056 -2.714 -2.385 65.55
14693.0 898 8.360 95.621 1.198 46.789 0.4019 0.2203 0.2967 1.446e+04 3462 8962 -2.059 -2.736 -2.398 65.55
14703.0 898 8.393 95.759 1.210 47.159 0.4018 0.2205 0.2968 1.45e+04 3516 9007 -2.063 -2.759 -2.411 65.55
14713.0 898 8.426 95.897 1.223 47.529 0.4018 0.2206 0.2969 1.453e+04 3570 9052 -2.066 -2.781 -2.423 65.55
14723.0 898 8.459 96.034 1.236 47.900 0.4018 0.2208 0.297 1.457e+04 3625 9098 -2.07 -2.803 -2.436 65.55
14733.0 898 8.492 96.172 1.249 48.270 0.4018 0.221 0.2971 1.461e+04 3680 9144 -2.074 -2.825 -2.449 65.55
14743.0 898 8.525 96.310 1.261 48.641 0.4018 0.2211 0.2972 1.464e+04 3735 9190 -2.078 -2.847 -2.462 65.55
14753.0 898 8.558 96.448 1.274 49.012 0.4017 0.2213 0.2973 1.468e+04 3791 9237 -2.082 -2.869 -2.475 65.55
14763.0 898 8.591 96.587 1.287 49.383 0.4017 0.2214 0.2974 1.472e+04 3848 9284 -2.087 -2.891 -2.489 65.55
14773.0 898 8.624 96.725 1.299 49.754 0.4016 0.2216 0.2975 1.476e+04 3905 9332 -2.092 -2.913 -2.502 65.55
14783.0 898 8.657 96.864 1.312 50.126 0.4016 0.2217 0.2975 1.48e+04 3963 9380 -2.097 -2.935 -2.516 65.55
14793.0 898 8.691 97.003 1.325 50.497 0.4015 0.2218 0.2975 1.484e+04 4021 9430 -2.104 -2.958 -2.531 65.55
14803.0 898 8.724 97.142 1.337 50.868 0.4014 0.2219 0.2976 1.488e+04 4080 9481 -2.111 -2.98 -2.545 65.55
14813.0 898 8.757 97.281 1.350 51.240 0.4012 0.2219 0.2975 1.492e+04 4141 9533 -2.12 -3.003 -2.561 65.55
14823.0 898 8.790 97.421 1.363 51.612 0.4011 0.2219 0.2975 1.497e+04 4202 9586 -2.13 -3.026 -2.578 65.55
14833.0 898 8.824 97.562 1.376 51.984 0.3996 0.221 0.2964 1.507e+04 4277 9672 -2.16 -3.089 -2.625 65.55
14843.0 898 8.858 97.704 1.389 52.365 0.4007 0.2313 0.3041 1.473e+04 4231 9479 -2.151 -3.116 -2.634 65.55
14853.0 898 8.893 97.850 1.404 52.755 0.408 0.2487 0.3183 1.411e+04 4102 9106 -2.096 -3.052 -2.574 65.55
14863.0 898 8.929 97.998 1.418 53.148 0.4085 0.2495 0.3191 1.412e+04 4154 9138 -2.128 -3.061 -2.595 65.55
14873.0 898 8.966 98.149 1.433 53.539 0.4095 0.2508 0.3203 1.411e+04 4199 9155 -2.195 -3.054 -2.625 65.55
14883.0 898 9.004 98.307 1.447 53.926 0.4114 0.2527 0.3222 1.407e+04 4234 9152 -2.3 -3.026 -2.663 65.55
14893.0 728 3.834 77.072 1.993 47.910 0.3083 0.2035 0.2498 1.118e+04 4322 7753 -2.045 -2.887 -2.466 65.68
14903.0 727 3.768 77.233 2.165 48.075 0.3091 0.2034 0.25 1.122e+04 4347 7784 -2.279 -2.799 -2.539 65.69
14913.0 724 3.654 77.220 1.866 48.210 0.3058 0.2026 0.2482 1.13e+04 4405 7854 -2.596 -2.695 -2.645 65.69
14923.0 724 3.681 77.410 1.880 48.495 0.3036 0.2027 0.2474 1.139e+04 4472 7933 -2.966 -2.575 -2.77 65.69
14933.0 721 3.879 77.253 2.162 48.683 0.2994 0.1982 0.243 1.155e+04 4587 8069 -3.384 -2.454 -2.919 65.69
14943.0 719 3.475 77.160 2.168 49.000 0.2976 0.1991 0.2429 1.153e+04 4649 8088 -3.772 -2.308 -3.04 65.68
14953.0 716 3.666 77.021 2.097 49.257 0.296 0.1998 0.2427 1.15e+04 4701 8098 -4.168 -2.152 -3.16 65.67
14963.0 712 2.887 76.751 2.146 49.519 0.2939 0.2008 0.2424 1.143e+04 4757 8092 -4.539 -1.995 -3.267 65.69
14973.0 708 2.809 76.561 2.179 49.686 0.2923 0.1997 0.241 1.143e+04 4816 8125 -4.95 -1.828 -3.389 65.67
14983.0 706 2.493 76.736 2.186 49.818 0.2908 0.1999 0.2406 1.151e+04 4851 8180 -5.393 -1.657 -3.525 65.68
14993.0 703 2.779 76.586 2.069 50.033 0.2894 0.2006 0.2403 1.147e+04 4897 8186 -5.778 -1.488 -3.633 65.68
15003.0 700 2.664 76.562 1.962 50.212 0.2848 0.2 0.2381 1.158e+04 4979 8277 -6.204 -1.327 -3.766 65.69
15013.0 697 2.762 76.658 2.256 50.032 0.2843 0.1993 0.2375 1.163e+04 4956 8295 -6.636 -1.136 -3.886 65.69
15023.0 689 3.077 76.201 1.541 49.889 0.2804 0.198 0.2351 1.161e+04 4976 8292 -7.015 -0.9551 -3.985 65.68
15033.0 685 3.012 76.461 1.447 49.732 0.28 0.1972 0.2344 1.172e+04 4959 8341 -7.465 -0.7746 -4.12 65.69
15043.0 683 3.061 76.585 1.510 49.859 0.2776 0.1976 0.2337 1.18e+04 5001 8399 -7.908 -0.5968 -4.252 65.69
15053.0 680 2.407 76.571 1.458 49.999 0.2736 0.1982 0.2323 1.186e+04 5059 8461 -8.341 -0.4172 -4.379 65.7
15063.0 679 2.212 76.943 1.482 50.064 0.2735 0.1981 0.2322 1.198e+04 5073 8528 -8.806 -0.2323 -4.519 65.71
15073.0 676 2.042 77.306 1.526 49.946 0.2731 0.1979 0.2319 1.211e+04 5055 8582 -9.28 -0.04679 -4.664 65.71
15083.0 671 1.854 76.970 1.370 50.059 0.2693 0.1986 0.2308 1.207e+04 5104 8586 -9.629 0.1392 -4.745 65.73
15093.0 670 1.651 77.415 1.389 50.070 0.2692 0.1988 0.2308 1.22e+04 5103 8651 -10.11 0.3279 -4.89 65.73
15103.0 669 1.447 77.888 1.378 50.063 0.2692 0.1991 0.231 1.234e+04 5098 8718 -10.6 0.5166 -5.04 65.72
15113.0 668 1.607 78.564 1.521 49.904 0.269 0.1989 0.2307 1.256e+04 5070 8817 -11.16 0.7021 -5.229 65.72
15123.0 658 1.979 77.667 1.282 49.950 0.264 0.1998 0.2291 1.237e+04 5115 8741 -11.35 0.8995 -5.225 65.72
15133.0 653 1.983 77.917 1.229 49.702 0.2633 0.1994 0.2286 1.247e+04 5076 8775 -11.8 1.074 -5.362 65.73
15143.0 650 1.288 78.108 1.228 49.697 0.2621 0.1998 0.2282 1.255e+04 5081 8817 -12.22 1.264 -5.478 65.74
15153.0 648 1.821 78.489 1.193 49.634 0.2611 0.2001 0.228 1.268e+04 5071 8877 -12.7 1.453 -5.622 65.73
15163.0 646 1.864 78.908 1.210 49.538 0.2584 0.2006 0.2272 1.286e+04 5070 8967 -13.24 1.645 -5.795 65.73
15173.0 639 1.725 78.499 1.252 49.533 0.2541 0.2011 0.2255 1.282e+04 5104 8962 -13.52 1.852 -5.836 65.73
15183.0 633 0.798 78.420 1.356 49.402 0.2497 0.2025 0.2244 1.286e+04 5103 8981 -13.89 2.049 -5.923 65.74
15193.0 628 1.065 78.339 1.508 49.287 0.2438 0.2028 0.2219 1.297e+04 5134 9051 -14.36 2.266 -6.049 65.72
15203.0 624 0.587 78.435 1.361 49.163 0.2416 0.2034 0.2212 1.304e+04 5124 9083 -14.75 2.457 -6.146 65.72
15213.0 623 0.871 79.138 1.281 48.918 0.2406 0.2037 0.2209 1.329e+04 5076 9181 -15.33 2.633 -6.35 65.71
15223.0 618 1.030 79.286 1.084 48.612 0.2392 0.2042 0.2206 1.335e+04 5019 9185 -15.71 2.799 -6.457 65.71
15233.0 613 0.279 79.255 1.171 48.503 0.2378 0.2066 0.2212 1.331e+04 4983 9144 -15.93 2.98 -6.477 65.72
15243.0 610 0.031 79.625 1.270 48.266 0.2355 0.2092 0.2215 1.341e+04 4928 9171 -16.34 3.149 -6.595 65.73
15253.0 607 0.206 80.190 1.156 47.943 0.2377 0.2099 0.2228 1.352e+04 4832 9175 -16.71 3.278 -6.714 65.74
15263.0 603 0.222 80.394 1.256 47.691 0.2374 0.212 0.2238 1.353e+04 4761 9145 -16.88 3.4 -6.738 65.75
15273.0 602 0.505 81.216 1.183 47.353 0.2368 0.213 0.224 1.379e+04 4688 9240 -17.3 3.488 -6.904 65.75
15283.0 601 0.794 82.051 1.200 47.030 0.2351 0.2137 0.2236 1.41e+04 4633 9367 -17.7 3.562 -7.071 65.75
15293.0 599 0.443 82.929 1.384 46.448 0.2325 0.2128 0.222 1.45e+04 4550 9527 -18.16 3.591 -7.286 65.76
15303.0 599 0.462 83.977 1.377 46.077 0.2315 0.2128 0.2215 1.49e+04 4487 9696 -18.55 3.613 -7.469 65.76
15313.0 599 0.481 85.031 1.370 45.703 0.2306 0.2125 0.221 1.532e+04 4426 9872 -18.89 3.615 -7.639 65.76
15323.0 599 0.500 86.086 1.362 45.328 0.2306 0.2118 0.2207 1.572e+04 4360 1.004e+04 -19.17 3.593 -7.789 65.76
15333.0 599 0.519 87.142 1.355 44.953 0.2316 0.2118 0.2211 1.608e+04 4280 1.018e+04 -19.37 3.552 -7.908 65.76
15343.0 599 0.538 88.197 1.348 44.578 0.2322 0.2137 0.2224 1.638e+04 4183 1.028e+04 -19.46 3.517 -7.973 65.76
15353.0 599 0.557 89.250 1.339 44.200 0.2347 0.2205 0.2271 1.642e+04 4027 1.022e+04 -19.24 3.435 -7.901 65.76
15363.0 599 0.576 90.299 1.331 43.821 0.2385 0.2239 0.2307 1.655e+04 3897 1.022e+04 -19.06 3.347 -7.856 65.76
15373.0 599 0.595 91.340 1.322 43.444 0.242 0.227 0.234 1.669e+04 3777 1.024e+04 -18.8 3.244 -7.781 65.76
15383.0 599 0.613 92.367 1.314 43.072 0.245 0.2301 0.2371 1.685e+04 3665 1.026e+04 -18.46 3.125 -7.669 65.76
15393.0 551 -1.132 83.978 1.727 43.108 0.2174 0.228 0.2222 1.489e+04 3923 9406 -15.73 3.247 -6.241 65.78
15403.0 548 -1.435 84.245 1.772 42.841 0.2158 0.2305 0.2227 1.496e+04 3868 9413 -15.14 3.115 -6.012 65.78
15413.0 543 -2.933 84.030 1.798 42.580 0.2085 0.2323 0.2197 1.508e+04 3873 9479 -14.47 2.989 -5.738 65.77
15423.0 537 -3.584 83.554 1.684 42.359 0.1993 0.2304 0.2141 1.531e+04 3936 9624 -13.77 2.856 -5.456 65.77
15433.0 533 -4.232 83.421 1.625 42.189 0.1954 0.2288 0.2112 1.548e+04 3959 9719 -12.95 2.671 -5.141 65.77
15443.0 530 -3.977 83.473 1.745 41.977 0.1958 0.2277 0.2109 1.553e+04 3928 9729 -12.02 2.439 -4.79 65.77
15453.0 528 -4.013 83.673 1.821 41.750 0.1965 0.2253 0.2102 1.566e+04 3899 9780 -11.15 2.203 -4.474 65.77
15463.0 528 -4.030 84.245 1.815 41.524 0.1994 0.2249 0.2116 1.578e+04 3834 9807 -10.26 1.955 -4.153 65.77
15473.0 525 -4.374 84.123 1.794 41.421 0.1999 0.226 0.2123 1.568e+04 3801 9741 -9.224 1.728 -3.748 65.76
15483.0 525 -4.389 84.593 1.790 41.243 0.2023 0.2257 0.2135 1.577e+04 3750 9762 -8.324 1.491 -3.417 65.76
15493.0 523 -3.806 84.628 1.764 41.163 0.2029 0.2262 0.214 1.575e+04 3727 9740 -7.369 1.267 -3.051 65.76
15503.0 521 -3.828 84.581 1.777 41.021 0.2031 0.2263 0.2142 1.573e+04 3699 9713 -6.433 1.045 -2.694 65.76
15513.0 519 -4.466 84.452 1.791 40.978 0.2038 0.2269 0.2148 1.564e+04 3681 9659 -5.477 0.8256 -2.326 65.75
15523.0 518 -4.171 84.527 1.871 40.894 0.2039 0.2269 0.2148 1.566e+04 3666 9665 -4.572 0.6068 -1.982 65.75
15533.0 518 -4.174 84.749 1.872 40.836 0.2039 0.2265 0.2146 1.576e+04 3660 9711 -3.684 0.3909 -1.646 65.75
15543.0 517 -3.873 84.727 1.840 40.833 0.2039 0.2268 0.2147 1.575e+04 3657 9702 -2.767 0.1763 -1.295 65.75
15553.0 517 -3.871 84.851 1.844 40.823 0.2042 0.2268 0.2149 1.578e+04 3653 9718 -1.861 -0.03829 -0.9495 65.75
15563.0 517 -3.866 84.926 1.848 40.836 0.204 0.2267 0.2148 1.582e+04 3658 9739 -0.956 -0.2523 -0.6041 65.75
15573.0 517 -3.860 84.952 1.854 40.873 0.2037 0.2266 0.2145 1.585e+04 3668 9758 -0.05056 -0.4675 -0.259 65.75
15583.0 517 -3.851 84.930 1.861 40.934 0.2041 0.2265 0.2147 1.583e+04 3677 9752 0.8589 -0.6837 0.08763 65.75
15593.0 517 -3.841 84.859 1.869 41.019 0.2045 0.2265 0.2149 1.579e+04 3688 9737 1.765 -0.9009 0.4321 65.75
15603.0 517 -3.828 84.739 1.878 41.127 0.2047 0.2265 0.2149 1.574e+04 3707 9722 2.665 -1.12 0.7727 65.75
15613.0 517 -3.813 84.571 1.888 41.260 0.2046 0.2265 0.2149 1.567e+04 3730 9702 3.559 -1.341 1.109 65.75
15623.0 517 -3.796 84.354 1.899 41.416 0.205 0.2266 0.2151 1.557e+04 3754 9665 4.445 -1.564 1.44 65.75
15633.0 517 -3.777 84.089 1.912 41.597 0.2053 0.2268 0.2154 1.546e+04 3782 9620 5.317 -1.79 1.763 65.75
15643.0 517 -3.756 83.775 1.926 41.802 0.2056 0.2269 0.2156 1.532e+04 3816 9570 6.175 -2.02 2.077 65.75
15653.0 517 -3.733 83.412 1.941 42.031 0.2061 0.2271 0.2159 1.517e+04 3851 9508 7.015 -2.254 2.38 65.75
15663.0 517 -3.708 83.002 1.957 42.285 0.207 0.2275 0.2165 1.497e+04 3885 9426 7.824 -2.487 2.668 65.75
15673.0 517 -3.681 82.543 1.974 42.563 0.2081 0.2277 0.2173 1.475e+04 3922 9335 8.605 -2.724 2.941 65.75
15683.0 517 -3.652 82.037 1.993 42.866 0.2092 0.228 0.2179 1.452e+04 3965 9242 9.363 -2.966 3.199 65.75
15693.0 517 -3.621 81.483 2.013 43.195 0.2104 0.2282 0.2186 1.427e+04 4011 9142 10.09 -3.211 3.439 65.75
15703.0 517 -3.587 80.882 2.034 43.548 0.2122 0.2283 0.2196 1.4e+04 4057 9027 10.77 -3.457 3.658 65.75
15713.0 517 -3.552 80.235 2.057 43.926 0.2146 0.2283 0.2209 1.369e+04 4103 8897 11.41 -3.702 3.853 65.75
15723.0 517 -3.515 79.542 2.080 44.330 0.2179 0.2284 0.2226 1.334e+04 4144 8743 11.98 -3.942 4.016 65.75
15733.0 517 -3.476 78.804 2.105 44.758 0.2225 0.2287 0.2251 1.295e+04 4177 8563 12.46 -4.171 4.144 65.75
15743.0 517 -3.435 78.022 2.131 45.212 0.2298 0.2293 0.2291 1.247e+04 4186 8325 12.8 -4.368 4.216 65.75
15753.0 517 -3.391 77.198 2.158 45.690 0.2405 0.2296 0.2345 1.192e+04 4174 8046 12.99 -4.525 4.232 65.75
15763.0 517 -3.346 76.336 2.186 46.190 0.2479 0.2296 0.2381 1.147e+04 4200 7836 13.17 -4.683 4.241 65.75
15773.0 517 -3.299 75.442 2.214 46.707 0.2519 0.2303 0.2404 1.109e+04 4252 7673 13.29 -4.828 4.232 65.75
15783.0 517 -3.251 74.523 2.243 47.237 0.2532 0.2313 0.2415 1.077e+04 4327 7548 13.38 -4.963 4.207 65.75
